年月日,基準価額(円),純資産総額（百万円）,分配金,決算期
2023年07月13日,26363,48001,,
2023年07月14日,26633,48506,,
2023年07月18日,26816,48943,,
2023年07月19日,27009,49321,,
2023年07月20日,27117,49644,,
2023年07月21日,26914,49279,,
2023年07月24日,27241,49951,,
2023年07月25日,27164,49980,,
2023年07月26日,27171,50036,,
2023年07月27日,26994,49895,,
2023年07月28日,26683,49527,,
2023年07月31日,27395,50879,,
2023年08月01日,27622,51329,,
2023年08月02日,27698,51525,,
2023年08月03日,27234,50787,,
2023年08月04日,27023,50422,,
2023年08月07日,26801,49984,,
2023年08月08日,27172,50677,,
2023年08月09日,27297,50965,,
2023年08月10日,27213,50967,,
2023年08月14日,27327,51198,,
2023年08月15日,27470,51526,,
2023年08月16日,27469,51553,,
2023年08月17日,27131,50918,,
2023年08月18日,26776,50484,,
2023年08月21日,26691,50347,0.00,8
2023年08月22日,27044,50986,,
2023年08月23日,26959,50928,,
2023年08月24日,27084,51329,,
2023年08月25日,26848,50882,,
2023年08月28日,27098,51390,,
2023年08月29日,27308,51912,,
2023年08月30日,27634,52778,,
2023年08月31日,27742,53008,,
2023年09月01日,27530,52628,,
2023年09月04日,27646,52909,,
2023年09月05日,27645,53000,,
2023年09月06日,27829,53352,,
2023年09月07日,27677,53080,,
2023年09月08日,27490,52757,,
2023年09月11日,27614,52978,,
2023年09月12日,27588,53086,,
2023年09月13日,27562,53160,,
2023年09月14日,27578,53213,,
2023年09月15日,27771,53582,,
2023年09月19日,27465,53137,,
2023年09月20日,27472,53262,,
2023年09月21日,27337,53023,,
2023年09月22日,26756,51986,,
2023年09月25日,26871,52353,,
2023年09月26日,26937,52448,,
2023年09月27日,26651,52046,,
2023年09月28日,26793,52554,,
2023年09月29日,26917,52860,,
2023年10月02日,26898,52826,,
2023年10月03日,26830,52705,,
2023年10月04日,26267,51810,,
2023年10月05日,26509,52292,,
2023年10月06日,26416,52079,,
2023年10月10日,26801,52842,,
2023年10月11日,27111,53475,,
2023年10月12日,27346,54223,,
2023年10月13日,27303,54153,,
2023年10月16日,27022,53653,,
2023年10月17日,27266,54129,,
2023年10月18日,27315,54486,,
2023年10月19日,26862,53565,,
2023年10月20日,26617,53089,,
2023年10月23日,26328,52519,,
2023年10月24日,26344,52629,,
2023年10月25日,26511,53121,,
2023年10月26日,26250,52640,,
2023年10月27日,26005,52294,,
2023年10月30日,25718,51911,,
2023年10月31日,25903,52346,,
2023年11月01日,26389,53354,,
2023年11月02日,26388,53422,,
2023年11月06日,27083,54829,,
2023年11月07日,27242,55256,,
2023年11月08日,27391,55536,,
2023年11月09日,27534,55878,,
2023年11月10日,27407,55834,,
2023年11月13日,27740,56531,,
2023年11月14日,27799,56745,,
2023年11月15日,28142,57455,,
2023年11月16日,28393,57992,,
2023年11月17日,28250,57920,,
2023年11月20日,28214,57835,,
2023年11月21日,28230,57834,,
2023年11月22日,28111,57659,,
2023年11月24日,28395,58367,,
2023年11月27日,28460,58532,,
2023年11月28日,28207,58031,,
2023年11月29日,27988,57881,,
2023年11月30日,27954,57948,,
2023年12月01日,28155,58367,,
2023年12月04日,28060,58259,,
2023年12月05日,27967,58158,,
2023年12月06日,27873,57936,,
2023年12月07日,27847,57915,,
2023年12月08日,27309,56814,,
2023年12月11日,27676,57633,,
2023年12月12日,28069,58640,,
2023年12月13日,28076,58736,,
2023年12月14日,27967,58505,,
2023年12月15日,27924,58435,,
2023年12月18日,28005,58739,,
2023年12月19日,28222,59312,,
2023年12月20日,28632,60213,,
2023年12月21日,28228,59379,,
2023年12月22日,28261,59551,,
2023年12月25日,28325,59801,,
2023年12月26日,28324,59833,,
2023年12月27日,28323,59831,,
2023年12月28日,28482,60167,,
2023年12月29日,28339,60308,,
2024年01月04日,28042,59695,,
2024年01月05日,28352,60379,,
2024年01月09日,28582,61188,,
2024年01月10日,28573,61211,,
2024年01月11日,28948,62353,,
2024年01月12日,28839,62265,,
2024年01月15日,28820,62260,,
2024年01月16日,28819,62299,,
2024年01月17日,29044,62787,,
2024年01月18日,28994,62922,,
2024年01月19日,29301,63612,,
2024年01月22日,29533,64239,,
2024年01月23日,29532,64270,,
2024年01月24日,29615,64653,,
2024年01月25日,29673,64906,,
2024年01月26日,29713,65082,,
2024年01月29日,29904,65690,,
2024年01月30日,30002,66188,,
2024年01月31日,29993,66253,,
2024年02月01日,29565,65319,,
2024年02月02日,29714,65806,,
2024年02月05日,30312,67442,,
2024年02月06日,30336,67531,,
2024年02月07日,30277,67449,,
2024年02月08日,30510,68008,,
2024年02月09日,30777,68776,,
2024年02月13日,30932,69407,,
2024年02月14日,30781,69129,,
2024年02月15日,31080,69973,,
2024年02月16日,31271,70407,,
2024年02月19日,31268,70804,,
2024年02月20日,31268,70866,,
2024年02月21日,31067,70411,,
2024年02月22日,31125,70751,,
2024年02月26日,31787,72439,,
2024年02月27日,31795,72494,,
2024年02月28日,31794,72953,,
2024年02月29日,31768,73073,,
2024年03月01日,31625,72815,,
2024年03月04日,32015,73867,,
2024年03月05日,32089,74383,,
2024年03月06日,31613,73245,,
2024年03月07日,31720,73527,,
2024年03月08日,31895,73971,,
2024年03月11日,31449,73078,,
2024年03月12日,31307,73092,,
2024年03月13日,31805,74526,,
2024年03月14日,31854,74641,,
2024年03月15日,31819,74586,,
2024年03月18日,31741,74589,,
2024年03月19日,31923,75342,,
2024年03月21日,32764,77396,,
2024年03月22日,33022,78042,,
2024年03月25日,32819,77851,,
2024年03月26日,32743,77801,,
2024年03月27日,32750,78196,,
2024年03月28日,32833,78683,,
2024年03月29日,32773,78662,,
2024年04月01日,32770,78737,,
2024年04月02日,32769,78735,,
2024年04月03日,32568,78251,,
2024年04月04日,32758,79244,,
2024年04月05日,32350,78317,,
2024年04月08日,32682,79149,,
2024年04月09日,32807,79566,,
2024年04月10日,32789,80111,,
2024年04月11日,32771,80138,,
2024年04月12日,32996,80949,,
2024年04月15日,32425,79587,,
2024年04月16日,32274,79392,,
2024年04月17日,32240,79656,,
2024年04月18日,32064,79265,,
2024年04月19日,32046,79246,,
2024年04月22日,31692,78409,,
2024年04月23日,32009,79260,,
2024年04月24日,32549,80879,,
2024年04月25日,32639,81263,,
2024年04月26日,32556,81158,,
2024年04月30日,33042,82694,,
2024年05月01日,32909,82666,,
2024年05月02日,32908,83031,,
2024年05月07日,33062,83420,,
2024年05月08日,33286,84394,,
2024年05月09日,33509,85065,,
2024年05月10日,33508,85521,,
2024年05月13日,33821,86320,,
2024年05月14日,33911,87107,,
2024年05月15日,34201,87913,,
2024年05月16日,34225,88032,,
2024年05月17日,34216,88363,,
2024年05月20日,34280,88543,,
2024年05月21日,34279,88578,,
2024年05月22日,34503,89158,,
2024年05月23日,34469,89713,,
2024年05月24日,34360,89471,,
2024年05月27日,34566,90040,,
2024年05月28日,34565,90147,,
2024年05月29日,34564,90145,,
2024年05月30日,34265,90163,,
2024年05月31日,33999,89507,,
2024年06月03日,34204,90064,,
2024年06月04日,34095,89980,,
2024年06月05日,33745,89494,,
2024年06月06日,34600,91807,,
2024年06月07日,34558,91777,,
2024年06月10日,34613,92009,,
2024年06月11日,34729,92526,,
2024年06月12日,34612,93018,,
2024年06月13日,34917,94068,,
2024年06月14日,34882,94018,,
2024年06月17日,34779,93874,,
2024年06月18日,35145,94932,,
2024年06月19日,35243,95572,,
2024年06月20日,35242,95613,,
2024年06月21日,35516,96355,,
2024年06月24日,35471,96546,,
2024年06月25日,35545,96976,,
2024年06月26日,35668,97429,,
2024年06月27日,35859,98288,,
2024年06月28日,35858,98628,,
2024年07月01日,35713,98376,,
2024年07月02日,36004,99335,,
2024年07月03日,36151,100377,,
2024年07月04日,36556,101546,,
2024年07月05日,36555,101530,,
2024年07月08日,36619,101707,,
2024年07月09日,36618,101820,,
2024年07月10日,36625,102628,,
2024年07月11日,37096,104015,,
2024年07月12日,36255,101968,,
2024年07月16日,36184,101812,,
2024年07月17日,36400,102471,,
2024年07月18日,35221,99738,,
2024年07月19日,35204,99751,,
2024年07月22日,35042,99290,,
2024年07月23日,35308,100070,,
2024年07月24日,35041,99677,,
2024年07月25日,33829,96405,,
2024年07月26日,33545,95699,,
2024年07月29日,33874,96973,,
2024年07月30日,33948,97516,,
2024年07月31日,33723,97040,,
2024年08月01日,33455,96347,,
2024年08月02日,32955,95146,,
2024年08月05日,31627,91731,,
2024年08月06日,30298,87870,,
2024年08月07日,30831,88769,,
2024年08月08日,31122,89573,,
2024年08月09日,31969,92277,,
2024年08月13日,32097,93247,,
2024年08月14日,32568,94703,,
2024年08月15日,32718,95430,,
2024年08月16日,32717,95443,,
2024年08月19日,33445,97567,,
2024年08月20日,33485,98198,0.00,9
2024年08月21日,33162,97357,,
2024年08月22日,33168,97680,,
2024年08月23日,33259,98196,,
2024年08月26日,33140,97999,,
2024年08月27日,33073,98056,,
2024年08月28日,33039,98723,,
2024年08月29日,33021,99022,,
2024年08月30日,33145,99516,,
2024年09月02日,33658,101148,,
2024年09月03日,33657,101256,,
2024年09月04日,32773,98598,,
2024年09月05日,32284,97967,,
2024年09月06日,32127,97562,,
2024年09月09日,31308,95178,,
2024年09月10日,31748,96611,,
2024年09月11日,31615,97187,,
2024年09月12日,32042,98866,,
2024年09月13日,32265,99614,,
2024年09月17日,32212,99639,,
2024年09月18日,32568,100803,,
2024年09月19日,32468,100956,,
2024年09月20日,33180,103209,,
2024年09月24日,33234,103434,,
2024年09月25日,33416,104311,,
2024年09月26日,33747,105664,,
2024年09月27日,34126,107292,,
2024年09月30日,33429,105521,,
2024年10月01日,33726,106617,,
2024年10月02日,33493,106205,,
2024年10月03日,34170,108847,,
2024年10月04日,34086,108634,,
2024年10月07日,34815,110996,,
2024年10月08日,34481,109948,,
2024年10月09日,34704,110975,,
2024年10月10日,35125,112959,,
2024年10月11日,34850,112155,,
2024年10月15日,35460,114422,,
2024年10月16日,34837,112428,,
2024年10月17日,34993,113394,,
2024年10月18日,35248,114436,,
2024年10月21日,35262,114523,,
2024年10月22日,35394,115001,,
2024年10月23日,35443,115566,,
2024年10月24日,35392,115595,,
2024年10月25日,35341,115445,,
2024年10月28日,35429,115860,,
2024年10月29日,35735,117260,,
2024年10月30日,35832,118142,,
2024年10月31日,35625,117503,,
2024年11月01日,34743,114662,,
2024年11月05日,34937,115553,,
2024年11月06日,35219,116483,,
2024年11月07日,36235,120483,,
2024年11月08日,36217,120495,,
2024年11月11日,36057,120210,,
2024年11月12日,36460,122141,,
2024年11月13日,36286,121976,,
2024年11月14日,36434,122456,,
2024年11月15日,36408,122423,,
2024年11月18日,35433,119238,,
2024年11月19日,35680,120683,,
2024年11月20日,35811,121251,,
2024年11月21日,35992,122017,,
2024年11月22日,35901,122043,,
2024年11月25日,36129,123077,,
2024年11月26日,36128,123140,,
2024年11月27日,35854,122698,,
2024年11月28日,35333,121324,,
2024年11月29日,35332,121486,,
2024年12月02日,35279,121303,,
2024年12月03日,35469,122164,,
2024年12月04日,35600,123240,,
2024年12月05日,36061,124906,,
2024年12月06日,35952,124565,,
2024年12月09日,36156,125440,,
2024年12月10日,36313,126070,,
2024年12月11日,36246,126766,,
2024年12月12日,36828,129163,,
2024年12月13日,36612,128439,,
2024年12月16日,36941,129652,,
2024年12月17日,37313,131144,,
2024年12月18日,37072,130799,,
2024年12月19日,36203,127736,,
2024年12月20日,36642,129316,,
2024年12月23日,36456,128720,,
2024年12月24日,36994,131008,,
2024年12月25日,36992,131320,,
2024年12月26日,36991,131316,,
2024年12月27日,36990,131312,,
2024年12月30日,37202,132063,,
2025年01月06日,36815,131907,,
2025年01月07日,37233,133532,,
2025年01月08日,36886,133090,,
2025年01月09日,37017,133607,,
2025年01月10日,37015,134170,,
2025年01月14日,36325,131669,,
2025年01月15日,36415,132658,,
2025年01月16日,36645,133730,,
2025年01月17日,36561,133867,,
2025年01月20日,36971,135437,,
2025年01月21日,36970,135487,,
2025年01月22日,37408,137094,,
2025年01月23日,37803,139327,,
2025年01月24日,37934,139860,,
2025年01月27日,37989,140089,,
2025年01月28日,37093,136900,,
2025年01月29日,37610,139693,,
2025年01月30日,37445,139270,,
2025年01月31日,37452,139361,,
2025年02月03日,37532,139735,,
2025年02月04日,37059,138240,,
2025年02月05日,37338,139793,,
2025年02月06日,37188,139290,,
2025年02月07日,37129,139169,,
2025年02月10日,36753,137764,,
2025年02月12日,37181,139650,,
2025年02月13日,37723,142701,,
2025年02月14日,37722,142855,,
2025年02月17日,37536,142194,,
2025年02月18日,37535,142424,,
2025年02月19日,37633,142795,,
2025年02月20日,37342,142201,,
2025年02月21日,36739,139989,,
2025年02月25日,36082,137802,,
2025年02月26日,35702,136641,,
2025年02月27日,35898,137998,,
2025年02月28日,35478,136800,,
2025年03月03日,36068,139196,,
2025年03月04日,35465,137263,,
2025年03月05日,35118,136448,,
2025年03月06日,35802,139104,,
2025年03月07日,34866,135544,,
2025年03月10日,34945,135895,,
2025年03月11日,33687,131291,,
2025年03月12日,33769,132581,,
2025年03月13日,34138,134035,,
2025年03月14日,33549,131885,,
2025年03月17日,34432,135406,,
2025年03月18日,34869,137209,,
2025年03月19日,34604,136885,,
2025年03月21日,34717,137384,,
2025年03月24日,34806,137838,,
2025年03月25日,35522,141131,,
2025年03月26日,35472,141313,,
2025年03月27日,35108,140300,,
2025年03月28日,35124,140822,,
2025年03月31日,34172,137141,,
2025年04月01日,34080,136891,,
2025年04月02日,34195,137644,,
2025年04月03日,34490,139305,,
2025年04月04日,32287,130454,,
2025年04月07日,30463,123125,,
2025年04月08日,30313,122494,,
2025年04月09日,29701,120294,,
2025年04月10日,32377,131808,,
2025年04月11日,30978,126255,,
2025年04月14日,31296,127959,,
2025年04月15日,31453,128673,,
2025年04月16日,31608,129747,,
2025年04月17日,30892,127231,,
2025年04月18日,31105,128198,,
2025年04月21日,31102,128220,,
2025年04月22日,31101,128217,,
2025年04月23日,31217,128692,,
2025年04月24日,32063,132883,,
2025年04月25日,32556,134930,,
2025年04月28日,33008,136911,,
2025年04月30日,32956,137123,,
2025年05月01日,33202,138811,,
2025年05月02日,33201,139157,,
2025年05月07日,33638,140989,,
2025年05月08日,33925,142777,,
2025年05月09日,34483,145270,,
2025年05月12日,34480,146045,,
2025年05月13日,36007,152511,,
2025年05月14日,36063,153414,,
2025年05月15日,35972,152962,,
2025年05月16日,35888,152667,,
2025年05月19日,36091,153994,,
2025年05月20日,36024,153817,,
2025年05月21日,35899,153372,,
2025年05月22日,35289,151234,,
2025年05月23日,35403,151974,,
2025年05月26日,34922,149950,,
2025年05月27日,34920,150057,,
2025年05月28日,35984,154628,,
2025年05月29日,35877,155257,,
2025年05月30日,35876,155369,,
2025年06月02日,35757,154857,,
2025年06月03日,35683,154630,,
2025年06月04日,36034,156838,,
2025年06月05日,35927,156423,,
2025年06月06日,36000,156727,,
2025年06月09日,36483,158853,,
2025年06月10日,36482,158895,,
2025年06月11日,36737,160005,,
2025年06月12日,36712,161145,,
2025年06月13日,36530,160406,,
2025年06月16日,36189,159222,,
2025年06月17日,36682,161461,,
2025年06月18日,36393,160697,,
2025年06月19日,36409,160821,,
2025年06月20日,36407,160840,,
2025年06月23日,36454,161045,,
2025年06月24日,36453,161485,,
2025年06月25日,36971,163780,,
2025年06月26日,37027,164544,,
2025年06月27日,37141,165484,,
2025年06月30日,37482,167434,,
2025年07月01日,37416,167237,,
2025年07月02日,37143,166359,,
2025年07月03日,37314,167621,,
2025年07月04日,37888,170236,,
2025年07月07日,37885,170256,,
2025年07月08日,37900,170325,,
2025年07月09日,38056,171441,,
2025年07月10日,38251,172969,,
2025年07月11日,38292,173247,,
2025年07月14日,38353,173819,,
2025年07月15日,38517,174604,,
2025年07月16日,38615,175306,,
2025年07月17日,38466,175228,,
2025年07月18日,38900,177308,,
2025年07月22日,38640,176114,,
2025年07月23日,38367,174950,,
2025年07月24日,38916,177973,,
2025年07月25日,38907,178136,,
2025年07月28日,39118,179226,,
2025年07月29日,39231,180170,,
2025年07月30日,39017,179876,,
2025年07月31日,39147,180469,,
2025年08月01日,39343,181411,,
2025年08月04日,38016,175544,,
2025年08月05日,38589,178701,,
2025年08月06日,38423,178026,,
2025年08月07日,38620,179045,,
2025年08月08日,38685,179440,,
2025年08月12日,39000,181252,,
2025年08月13日,39327,183406,,
2025年08月14日,39350,184112,,
2025年08月15日,39349,184164,,
2025年08月18日,39346,184239,,
2025年08月19日,39419,184581,,
2025年08月20日,39163,184184,0.00,10
2025年08月21日,38982,183408,,
2025年08月22日,39104,184338,,
2025年08月25日,39306,185576,,
2025年08月26日,39312,185644,,
2025年08月27日,39238,185872,,
2025年08月28日,39253,186389,,
2025年08月29日,39285,186718,,
2025年09月01日,39026,185583,,
2025年09月02日,39025,185703,,
2025年09月03日,39082,185973,,
2025年09月04日,39203,187288,,
2025年09月05日,39563,189021,,
2025年09月08日,39477,188588,,
2025年09月09日,39591,189232,,
2025年09月10日,39647,190421,,
2025年09月11日,39638,190465,,
2025年09月12日,39990,192442,,
2025年09月16日,40265,193781,,
2025年09月17日,40066,193249,,
2025年09月18日,40041,193670,,
2025年09月19日,40540,196072,,
2025年09月22日,40520,196011,,
2025年09月24日,40410,195505,,
2025年09月25日,40574,196777,,
2025年09月26日,40441,196497,,
2025年09月29日,40569,197646,,
2025年09月30日,40486,197743,,
2025年10月01日,40402,197577,,
2025年10月02日,40483,198282,,
2025年10月03日,40596,199356,,
2025年10月06日,40733,200090,,
2025年10月07日,41628,204476,,
2025年10月08日,41832,205585,,
2025年10月09日,42281,208073,,
2025年10月10日,42240,208468,,
2025年10月14日,41612,205404,,
2025年10月15日,41389,204608,,
2025年10月16日,41494,205404,,
2025年10月17日,41264,204721,,
2025年10月20日,41367,205497,,
2025年10月21日,41866,208006,,
2025年10月22日,42160,209898,,
2025年10月23日,41897,208826,,
2025年10月24日,42339,211027,,
2025年10月27日,42557,212131,,
2025年10月28日,43073,214838,,
2025年10月29日,42843,214610,,
2025年10月30日,43054,215836,,
2025年10月31日,42848,214855,,
2025年11月04日,42966,215466,,
2025年11月05日,42218,211984,,
2025年11月06日,42536,214141,,
2025年11月07日,41846,210785,,
2025年11月10日,41925,211214,,
2025年11月11日,42826,216085,,
2025年11月12日,42964,217754,,
2025年11月13日,43282,219467,,
2025年11月14日,42509,215808,,
2025年11月17日,42317,214793,,
2025年11月18日,42127,214091,,
2025年11月19日,41847,213189,,
2025年11月20日,42182,214963,,
2025年11月21日,41812,213125,,
2025年11月25日,42396,216478,,
2025年11月26日,42747,218585,,
2025年11月27日,43155,221286,,
2025年11月28日,43153,221746,,
2025年12月01日,43272,222354,,
2025年12月02日,42722,219927,,
2025年12月03日,42957,221902,,
2025年12月04日,43004,222155,,
2025年12月05日,43036,222372,,
2025年12月08日,43147,222940,,
2025年12月09日,43220,223430,,
2025年12月10日,43366,225125,,
2025年12月11日,43421,225505,,
2025年12月12日,43461,226114,,
2025年12月15日,43163,224600,,
2025年12月16日,42981,223939,,
2025年12月17日,42776,223628,,
2025年12月18日,42570,222659,,
2025年12月19日,42995,224917,,
2025年12月22日,43852,229633,,
2025年12月23日,43949,230270,,
2025年12月24日,43940,230722,,
2025年12月25日,43938,230951,,
2025年12月26日,43937,230944,,
2025年12月29日,43933,230923,,
2025年12月30日,43858,230528,,
2026年01月05日,44078,233049,,
2026年01月06日,44566,235707,,
2026年01月07日,44940,238640,,
2026年01月08日,44889,238329,,
2026年01月09日,44798,237890,,
2026年01月13日,45643,243222,,
2026年01月14日,45706,243714,,
2026年01月15日,45280,242191,,
2026年01月16日,45369,242689,,
2026年01月19日,45324,242956,,
2026年01月20日,45322,242981,,
2026年01月21日,44471,238416,,
2026年01月22日,44927,241570,,
2026年01月23日,45227,243453,,
2026年01月26日,44634,240300,,
2026年01月27日,44256,238265,,
2026年01月28日,44149,238632,,
2026年01月29日,44229,239303,,
2026年01月30日,44310,239898,,
2026年02月02日,44297,239912,,
2026年02月03日,44673,241958,,
2026年02月04日,44181,240059,,
2026年02月05日,44278,240577,,
2026年02月06日,43688,237431,,
2026年02月09日,44608,242560,,
2026年02月10日,44722,243258,,
2026年02月12日,43904,239811,,
2026年02月13日,43080,235652,,
2026年02月16日,43060,235866,,
2026年02月17日,43059,236006,,
2026年02月18日,43221,236894,,
2026年02月19日,43979,241689,,
2026年02月20日,43986,241779,,
2026年02月24日,43686,240192,,
2026年02月25日,44371,244343,,
2026年02月26日,44925,247821,,
2026年02月27日,44801,247643,,
2026年03月02日,44732,247697,,
2026年03月03日,44690,247681,,
2026年03月04日,43793,243607,,
2026年03月05日,43906,244163,,
2026年03月06日,43715,243025,,
2026年03月09日,43393,241284,,
2026年03月10日,43604,242532,,
2026年03月11日,43799,244646,,
2026年03月12日,44058,246431,,
